code, time total, length, date, time, uri, method, serverType
200, 175, 655, 29.04.2020, 22:30:13, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 179, 699, 29.04.2020, 22:30:14, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 180, 2646, 29.04.2020, 22:30:14, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 168, 1343, 29.04.2020, 22:30:14, https://3.121.217.26:8443/things/, get, solid
200, 151, 655, 29.04.2020, 22:30:14, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 174, 699, 29.04.2020, 22:30:14, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 174, 2646, 29.04.2020, 22:30:14, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 188, 1343, 29.04.2020, 22:30:15, https://3.121.201.32:8443/things/, get, solid
200, 176, 655, 29.04.2020, 22:30:15, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 177, 699, 29.04.2020, 22:30:15, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 168, 2646, 29.04.2020, 22:30:15, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 171, 1343, 29.04.2020, 22:30:15, https://3.127.151.110:8443/things/, get, solid
200, 178, 655, 29.04.2020, 22:30:15, https://54.93.237.114:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 177, 699, 29.04.2020, 22:30:16, https://54.93.237.114:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 176, 2644, 29.04.2020, 22:30:16, https://54.93.237.114:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 183, 1343, 29.04.2020, 22:30:16, https://54.93.237.114:8443/things/, get, solid
200, 187, 655, 29.04.2020, 22:30:16, https://3.121.40.4:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 179, 699, 29.04.2020, 22:30:16, https://3.121.40.4:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 198, 2645, 29.04.2020, 22:30:17, https://3.121.40.4:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 224, 1342, 29.04.2020, 22:30:17, https://3.121.40.4:8443/things/, get, solid
200, 176, 655, 29.04.2020, 22:30:17, https://54.93.178.18:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 163, 699, 29.04.2020, 22:30:17, https://54.93.178.18:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 197, 2646, 29.04.2020, 22:30:17, https://54.93.178.18:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 172, 1343, 29.04.2020, 22:30:18, https://54.93.178.18:8443/things/, get, solid
200, 172, 655, 29.04.2020, 22:30:18, https://18.196.100.209:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 177, 699, 29.04.2020, 22:30:18, https://18.196.100.209:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 183, 2645, 29.04.2020, 22:30:18, https://18.196.100.209:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 172, 1343, 29.04.2020, 22:30:18, https://18.196.100.209:8443/things/, get, solid
200, 193, 655, 29.04.2020, 22:30:18, https://18.184.48.43:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 172, 699, 29.04.2020, 22:30:19, https://18.184.48.43:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 185, 2646, 29.04.2020, 22:30:19, https://18.184.48.43:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 191, 1343, 29.04.2020, 22:30:19, https://18.184.48.43:8443/things/, get, solid
200, 185, 655, 29.04.2020, 22:30:19, https://54.93.235.81:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 180, 699, 29.04.2020, 22:30:19, https://54.93.235.81:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 160, 2646, 29.04.2020, 22:30:20, https://54.93.235.81:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 184, 1342, 29.04.2020, 22:30:20, https://54.93.235.81:8443/things/, get, solid
200, 182, 655, 29.04.2020, 22:30:20, https://52.28.57.209:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, solid
200, 184, 699, 29.04.2020, 22:30:20, https://52.28.57.209:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, solid
200, 171, 2646, 29.04.2020, 22:30:20, https://52.28.57.209:8443/things/3S7PM0CP4BD/120636/, get, solid
200, 162, 1343, 29.04.2020, 22:30:20, https://52.28.57.209:8443/things/, get, solid
201, 206, 7, 29.04.2020, 22:30:21, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/, post, solid
200, 174, 574, 29.04.2020, 22:30:21, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82.ttl, get, solid
200, 200, 2, 29.04.2020, 22:30:21, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82.ttl, delete, solid
201, 205, 7, 29.04.2020, 22:30:21, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, put, solid
200, 187, 574, 29.04.2020, 22:30:21, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, get, solid
200, 206, 2, 29.04.2020, 22:30:22, https://3.121.217.26:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, delete, solid
201, 199, 7, 29.04.2020, 22:30:22, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/, post, solid
200, 194, 574, 29.04.2020, 22:30:22, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82.ttl, get, solid
200, 193, 2, 29.04.2020, 22:30:22, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82.ttl, delete, solid
201, 209, 7, 29.04.2020, 22:30:22, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, put, solid
200, 178, 574, 29.04.2020, 22:30:23, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, get, solid
200, 187, 2, 29.04.2020, 22:30:23, https://3.121.201.32:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, delete, solid
201, 209, 7, 29.04.2020, 22:30:23, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/, post, solid
200, 172, 574, 29.04.2020, 22:30:23, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82.ttl, get, solid
200, 205, 2, 29.04.2020, 22:30:23, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82.ttl, delete, solid
201, 198, 7, 29.04.2020, 22:30:24, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, put, solid
200, 165, 574, 29.04.2020, 22:30:24, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, get, solid
200, 220, 2, 29.04.2020, 22:30:24, https://3.127.151.110:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTest82, delete, solid
201, 175, 7, 29.04.2020, 22:30:24, https://54.93.237.114:8443/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/, post, solid
