code, time total, target uri, method, date, time
2.05, 132, coap://18.197.149.111:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:16
2.05, 61, coap://18.197.149.111:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:17
2.05, 326, coap://18.197.149.111:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:18
2.05, 122, coap://18.197.149.111:5683/things, get, 30.4.2020, 12:19:18
2.05, 106, coap://18.195.51.121:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:19
2.05, 63, coap://18.195.51.121:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:20
2.05, 311, coap://18.195.51.121:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:20
2.05, 114, coap://18.195.51.121:5683/things, get, 30.4.2020, 12:19:21
2.05, 136, coap://35.156.164.217:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:21
2.05, 62, coap://35.156.164.217:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:22
2.05, 332, coap://35.156.164.217:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:23
2.05, 134, coap://35.156.164.217:5683/things, get, 30.4.2020, 12:19:24
2.05, 113, coap://3.127.229.173:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:24
2.05, 54, coap://3.127.229.173:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:25
2.05, 386, coap://3.127.229.173:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:26
2.05, 124, coap://3.127.229.173:5683/things, get, 30.4.2020, 12:19:26
2.05, 98, coap://3.124.216.124:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:27
2.05, 59, coap://3.124.216.124:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:27
2.05, 326, coap://3.124.216.124:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:28
2.05, 119, coap://3.124.216.124:5683/things, get, 30.4.2020, 12:19:28
2.05, 121, coap://52.59.194.201:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:29
2.05, 67, coap://52.59.194.201:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:30
2.05, 316, coap://52.59.194.201:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:31
2.05, 109, coap://52.59.194.201:5683/things, get, 30.4.2020, 12:19:31
2.05, 153, coap://18.194.217.36:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:32
2.05, 72, coap://18.194.217.36:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:32
2.05, 361, coap://18.194.217.36:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:33
2.05, 118, coap://18.194.217.36:5683/things, get, 30.4.2020, 12:19:33
2.05, 95, coap://3.127.232.210:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:34
2.05, 61, coap://3.127.232.210:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 30.4.2020, 12:19:34
2.05, 398, coap://3.127.232.210:5683/things/3S7PM0CP4BD/120636, get, 30.4.2020, 12:19:35
2.05, 131, coap://3.127.232.210:5683/things, get, 30.4.2020, 12:19:36
2.05, 112, coap://35.156.157.65:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 30.4.2020, 12:19:36
