code, time total, target uri, method, date, time
2.05, 85, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:41:04
2.05, 70, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:41:07
2.05, 329, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:41:09
2.05, 176, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:41:13
2.04, 67, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, put, 29.4.2020, 19:41:15
2.05, 93, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:41:18
4.00, 84, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:41:21
2.01, 73, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, post, 29.4.2020, 19:41:25
2.05, 72, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:41:28
4.00, 74, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:41:30
2.05, 80, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:41:34
2.05, 62, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:41:36
2.05, 356, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:41:39
2.05, 132, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:41:42
2.04, 97, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, put, 29.4.2020, 19:41:45
2.05, 65, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:41:47
4.00, 73, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:41:50
2.01, 143, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, post, 29.4.2020, 19:41:53
2.05, 64, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:41:56
4.00, 67, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:41:59
2.05, 133, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:42:02
2.05, 55, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:42:05
2.05, 320, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:42:07
2.05, 167, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:42:10
2.04, 117, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, put, 29.4.2020, 19:42:13
2.05, 77, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:42:17
4.00, 55, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:42:19
2.01, 70, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, post, 29.4.2020, 19:42:22
2.05, 83, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:42:26
4.00, 52, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:42:28
2.05, 86, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:42:32
2.05, 131, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:42:35
2.05, 337, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:42:38
2.05, 112, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:42:41
2.04, 70, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, put, 29.4.2020, 19:42:44
2.05, 87, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:42:47
4.00, 68, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:42:50
2.01, 66, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, post, 29.4.2020, 19:42:53
2.05, 71, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:42:56
4.00, 62, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:42:59
2.05, 63, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:43:02
2.05, 77, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:43:05
2.05, 308, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:43:08
2.05, 252, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:43:12
2.04, 118, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, put, 29.4.2020, 19:43:17
2.05, 82, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:43:20
4.00, 63, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:43:22
2.01, 90, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, post, 29.4.2020, 19:43:26
2.05, 57, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, get, 29.4.2020, 19:43:29
4.00, 58, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-58110, delete, 29.4.2020, 19:43:32
2.05, 72, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:43:34
2.05, 96, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:43:38
2.05, 317, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:43:40
2.05, 109, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:43:43
