code, time total, target uri, method, date, time
2.05, 68, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:41:03
2.05, 1086, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:41:07
2.05, 333, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:41:09
2.05, 128, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:41:13
2.04, 71, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, put, 29.4.2020, 19:41:15
2.05, 81, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:41:18
4.00, 182, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:41:21
2.01, 138, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, post, 29.4.2020, 19:41:24
2.05, 62, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:41:27
4.00, 69, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:41:30
2.05, 70, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:41:33
2.05, 71, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:41:36
2.05, 344, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:41:39
2.05, 202, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:41:42
2.04, 80, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, put, 29.4.2020, 19:41:45
2.05, 67, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:41:48
4.00, 58, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:41:51
2.01, 75, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, post, 29.4.2020, 19:41:54
2.05, 67, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:41:57
4.00, 80, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:42:00
2.05, 68, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:42:03
2.05, 63, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:42:05
2.05, 290, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:42:08
2.05, 123, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:42:11
2.04, 95, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, put, 29.4.2020, 19:42:14
2.05, 81, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:42:18
4.00, 163, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:42:21
2.01, 66, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, post, 29.4.2020, 19:42:24
2.05, 86, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:42:27
4.00, 85, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:42:30
2.05, 73, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:42:33
2.05, 67, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:42:35
2.05, 359, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:42:39
2.05, 215, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:42:42
2.04, 59, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, put, 29.4.2020, 19:42:44
2.05, 62, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:42:47
4.00, 67, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:42:50
2.01, 71, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, post, 29.4.2020, 19:42:54
2.05, 94, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:42:57
4.00, 122, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, delete, 29.4.2020, 19:43:00
2.05, 68, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/maximumTemperature, get, 29.4.2020, 19:43:03
2.05, 61, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/currentTemperature, get, 29.4.2020, 19:43:06
2.05, 319, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636, get, 29.4.2020, 19:43:09
2.05, 148, coap://18.184.222.58:5683/things, get, 29.4.2020, 19:43:12
2.04, 96, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, put, 29.4.2020, 19:43:17
2.05, 77, coap://18.184.222.58:5683/things/3S7PM0CP4BD/120636/2018-10-24T01-22-30-866Z/unsafeTestTemperature2020-04-29_19-40-5811, get, 29.4.2020, 19:43:21
